# Date: 2019/01/15
# Synergy Agility kernel input data
101	0.99729	0.99381	0.99584	1.00101	0.99653	0.99386	0.99286	0.99335	0.99673	0.99851	0.99618	0.99882
102	0.99278	0.9902	0.98912	0.99452	0.99201	0.99272	0.98842	0.98822	0.99259	0.9933	0.99103	0.99623
103	0.98613	0.98319	0.98645	0.98972	0.98838	0.98847	0.98478	0.98909	0.9876	0.99109	0.99284	0.99294
104	0.98331	0.98482	0.98214	0.98407	0.98546	0.98727	0.98202	0.98433	0.9878	0.99223	0.98879	0.99247
105	0.97993	0.97782	0.9773	0.98162	0.97777	0.98011	0.97717	0.97972	0.98305	0.98512	0.98664	0.98682
106	0.97583	0.9731	0.97221	0.97734	0.97517	0.97532	0.97441	0.97819	0.98026	0.98089	0.98187	0.98512
107	0.97009	0.97087	0.96881	0.97358	0.97119	0.97139	0.97008	0.9735	0.97927	0.97994	0.97996	0.98187
108	0.96609	0.96196	0.9653	0.96819	0.96871	0.96818	0.96688	0.97077	0.97595	0.97797	0.97829	0.98173
109	0.96174	0.96157	0.96166	0.96651	0.96103	0.96492	0.96245	0.96505	0.97364	0.97211	0.974	0.97928
110	0.95745	0.95892	0.95804	0.96009	0.96195	0.95945	0.95883	0.9625	0.96811	0.97128	0.97328	0.97552
111	0.95418	0.94942	0.9522	0.95639	0.95604	0.95832	0.95692	0.96107	0.96134	0.96585	0.97233	0.97411
112	0.94965	0.94774	0.94798	0.95467	0.95038	0.9523	0.94914	0.95409	0.96234	0.96376	0.9666	0.97199
113	0.94533	0.94141	0.94535	0.94984	0.94662	0.94911	0.94609	0.953	0.95922	0.95978	0.9666	0.96987
114	0.93889	0.93828	0.94163	0.94831	0.94614	0.94156	0.94496	0.94924	0.95493	0.95892	0.96279	0.9661
115	0.93637	0.9327	0.93646	0.94057	0.93978	0.94227	0.93825	0.94591	0.95074	0.95744	0.96088	0.96441
116	0.93173	0.93016	0.93299	0.93635	0.93736	0.9412	0.93791	0.94215	0.94869	0.95202	0.95592	0.96328
117	0.92666	0.92589	0.9284	0.93316	0.93174	0.93302	0.93653	0.93949	0.94854	0.95016	0.95611	0.95895
118	0.92432	0.92018	0.92405	0.92899	0.92889	0.92942	0.92811	0.93553	0.94353	0.94818	0.95137	0.95669
119	0.91882	0.91668	0.92076	0.92565	0.92508	0.9268	0.92661	0.93395	0.94067	0.94355	0.94916	0.95367
120	0.91372	0.91201	0.91617	0.92256	0.91929	0.92253	0.92181	0.92628	0.93622	0.94176	0.94781	0.95174
121	0.90895	0.90942	0.91276	0.91986	0.91691	0.91787	0.91823	0.92508	0.93424	0.94055	0.9437	0.94915
122	0.90734	0.90493	0.9096	0.91404	0.91334	0.91074	0.91555	0.92199	0.92985	0.93554	0.94262	0.94727
123	0.90265	0.8989	0.90596	0.91111	0.90894	0.91116	0.91002	0.92126	0.92547	0.93479	0.94089	0.94407
124	0.89771	0.89831	0.89975	0.90727	0.90616	0.90553	0.91021	0.91761	0.92619	0.93181	0.93678	0.94211
125	0.89382	0.89475	0.89622	0.90328	0.90366	0.90403	0.90575	0.91212	0.92096	0.93013	0.93321	0.93785
126	0.89036	0.89337	0.89224	0.89751	0.89724	0.90079	0.90046	0.91009	0.91798	0.92406	0.93117	0.93597
127	0.88719	0.88692	0.88625	0.89423	0.89325	0.89575	0.89872	0.90365	0.91648	0.92165	0.92591	0.9331
128	0.88199	0.88239	0.88412	0.89111	0.89083	0.89256	0.89221	0.89826	0.91193	0.92101	0.9271	0.93023
129	0.87555	0.87563	0.88028	0.8867	0.88653	0.88662	0.88946	0.89858	0.9079	0.91822	0.9239	0.92938
130	0.87257	0.87581	0.87789	0.88429	0.88272	0.88666	0.885	0.89451	0.90294	0.91458	0.92096	0.92497
131	0.8711	0.86871	0.87106	0.87786	0.87864	0.88268	0.88299	0.89291	0.90133	0.90891	0.92007	0.92368
132	0.8653	0.86583	0.86887	0.87352	0.87681	0.88013	0.88095	0.88711	0.89921	0.90642	0.91651	0.92175
133	0.86066	0.86063	0.86635	0.87119	0.87146	0.87249	0.87718	0.88337	0.89741	0.90329	0.91298	0.91836
134	0.86018	0.85703	0.85958	0.86867	0.86712	0.8722	0.87394	0.87786	0.89213	0.903	0.91112	0.91692
135	0.85377	0.85376	0.85646	0.8646	0.86613	0.87023	0.87024	0.87492	0.89032	0.89945	0.90765	0.91328
136	0.84762	0.85043	0.85495	0.85906	0.86045	0.86444	0.86408	0.87166	0.88653	0.89547	0.90487	0.91191
137	0.84583	0.84804	0.84916	0.85633	0.85724	0.86122	0.86559	0.87045	0.88404	0.89358	0.90207	0.90989
138	0.84416	0.84505	0.84703	0.85134	0.85363	0.85701	0.86098	0.86445	0.88205	0.89109	0.90005	0.90512
139	0.8407	0.83961	0.84069	0.84884	0.84996	0.85488	0.85693	0.86565	0.87823	0.88892	0.898	0.90527
140	0.83467	0.83471	0.83843	0.84273	0.84689	0.85	0.85356	0.85885	0.87673	0.88528	0.89582	0.90119
141	0.83217	0.83144	0.83537	0.8386	0.84118	0.84654	0.85069	0.85589	0.87192	0.88193	0.89323	0.89972
142	0.82799	0.82593	0.83152	0.83808	0.83809	0.84211	0.84601	0.85133	0.86922	0.87843	0.88893	0.8967
143	0.82444	0.82259	0.82865	0.8338	0.83315	0.83825	0.84276	0.85058	0.86455	0.87553	0.88674	0.89466
144	0.81929	0.82048	0.82471	0.82924	0.83023	0.83473	0.83871	0.84689	0.86448	0.87028	0.8843	0.89339
145	0.81538	0.81851	0.82157	0.8267	0.82783	0.83095	0.83624	0.84304	0.86124	0.87057	0.88321	0.88969
146	0.81422	0.81425	0.81693	0.82284	0.82226	0.82963	0.835	0.84059	0.85807	0.86647	0.88053	0.88942
147	0.8087	0.80946	0.81373	0.81908	0.82097	0.82826	0.82848	0.83664	0.85849	0.86849	0.87861	0.88481
148	0.80545	0.80739	0.81019	0.81581	0.81744	0.82068	0.826	0.83435	0.85173	0.86184	0.87538	0.88093
149	0.80207	0.79968	0.8075	0.81302	0.81494	0.81612	0.82173	0.8297	0.85063	0.86083	0.87409	0.87972
150	0.80143	0.79871	0.80173	0.80991	0.81201	0.81354	0.81802	0.82612	0.84557	0.85565	0.87123	0.87693
151	0.79805	0.79551	0.80102	0.80698	0.80838	0.81086	0.81948	0.82423	0.84493	0.85193	0.86784	0.87346
152	0.79096	0.79154	0.79488	0.80206	0.80277	0.80567	0.81292	0.82074	0.83993	0.85037	0.8646	0.87221
153	0.78949	0.78659	0.79221	0.79902	0.80019	0.80443	0.80994	0.81876	0.8373	0.84818	0.8646	0.86874
154	0.78404	0.78684	0.78951	0.79388	0.79607	0.80153	0.80508	0.81556	0.83487	0.84739	0.86126	0.86734
155	0.78149	0.78076	0.7874	0.7896	0.79454	0.79762	0.80223	0.81091	0.83147	0.8434	0.85716	0.86389
156	0.7768	0.77931	0.78294	0.78857	0.78936	0.79396	0.7989	0.80674	0.83078	0.84082	0.85493	0.86309
157	0.77567	0.77407	0.77982	0.78429	0.78841	0.79221	0.79672	0.80556	0.82572	0.83763	0.85353	0.86006
158	0.77141	0.77033	0.77558	0.78116	0.78407	0.78892	0.79356	0.80305	0.8246	0.83498	0.84897	0.85705
159	0.76752	0.76974	0.77239	0.77516	0.77869	0.78652	0.79035	0.79804	0.82179	0.83265	0.84712	0.8549
160	0.76376	0.76693	0.77181	0.77606	0.77741	0.78135	0.78729	0.79909	0.81612	0.82758	0.84513	0.85276
161	0.76111	0.76475	0.76789	0.77401	0.77459	0.77834	0.78497	0.79193	0.81502	0.82753	0.84076	0.84892
162	0.75732	0.75931	0.76263	0.77031	0.7713	0.7781	0.78184	0.78995	0.81187	0.826	0.84055	0.84556
163	0.75327	0.75475	0.76259	0.76587	0.76616	0.77324	0.77779	0.78779	0.80784	0.8191	0.83521	0.84341
164	0.75062	0.7506	0.75531	0.76119	0.76188	0.76816	0.77404	0.78684	0.80675	0.81837	0.83542	0.84153
165	0.74726	0.74817	0.75333	0.75925	0.76184	0.76665	0.77085	0.78153	0.80351	0.81716	0.83244	0.83839
166	0.74552	0.7464	0.74786	0.7569	0.7589	0.76411	0.76651	0.77754	0.8006	0.81583	0.83174	0.83917
167	0.73897	0.73984	0.74635	0.75315	0.75466	0.76092	0.76564	0.77475	0.79839	0.80904	0.82883	0.83464
168	0.73613	0.73619	0.74135	0.75233	0.74946	0.75606	0.76156	0.77252	0.79576	0.80604	0.82409	0.83154
169	0.73476	0.73562	0.74137	0.74725	0.74643	0.75216	0.75919	0.76934	0.79202	0.80279	0.82327	0.82913
170	0.73318	0.73197	0.73898	0.74276	0.74411	0.75006	0.75426	0.76752	0.78907	0.8036	0.81889	0.82627
171	0.7294	0.72719	0.73511	0.74089	0.74219	0.7473	0.75396	0.7615	0.78546	0.79957	0.81718	0.82514
172	0.72409	0.72653	0.73162	0.73802	0.74014	0.74327	0.74924	0.75981	0.7817	0.79645	0.81619	0.82153
173	0.7203	0.72131	0.72658	0.73443	0.73602	0.73998	0.74716	0.75894	0.78087	0.79401	0.81412	0.82081
174	0.71692	0.71766	0.72136	0.73116	0.73402	0.73483	0.74144	0.75527	0.77786	0.79139	0.81062	0.81803
175	0.71553	0.71897	0.71824	0.72853	0.72835	0.73534	0.74097	0.75311	0.77545	0.79013	0.80945	0.81568
176	0.71129	0.71285	0.71805	0.72499	0.72783	0.73003	0.73692	0.74624	0.77507	0.78586	0.80468	0.81309
177	0.70904	0.71158	0.71365	0.71984	0.72442	0.73034	0.73449	0.74644	0.77028	0.78344	0.80344	0.81287
178	0.70533	0.70763	0.7112	0.71934	0.71841	0.7266	0.73136	0.73991	0.76554	0.78109	0.79949	0.80986
179	0.70276	0.70405	0.70652	0.71367	0.71712	0.72137	0.72864	0.73969	0.7627	0.78092	0.79707	0.80824
180	0.69938	0.70203	0.70769	0.71128	0.7123	0.72033	0.725	0.73533	0.76108	0.7736	0.79523	0.80527
181	0.69535	0.69956	0.70342	0.70914	0.71024	0.71724	0.72298	0.73459	0.75829	0.77292	0.79553	0.80154
182	0.69197	0.69736	0.69935	0.70348	0.70832	0.71222	0.72123	0.73337	0.75672	0.76945	0.78979	0.80024
183	0.69195	0.69207	0.69763	0.70165	0.70526	0.71098	0.71801	0.72964	0.75098	0.76775	0.78826	0.79901
184	0.68773	0.6891	0.69414	0.6985	0.70108	0.71057	0.71308	0.72441	0.7505	0.76444	0.78387	0.79793
185	0.68629	0.68502	0.69211	0.69796	0.69937	0.70626	0.71059	0.7239	0.74649	0.76182	0.78287	0.79231
186	0.68116	0.68361	0.68852	0.69315	0.69289	0.70006	0.70793	0.72007	0.74363	0.76136	0.77851	0.7903
187	0.67813	0.67794	0.68582	0.68988	0.69463	0.69856	0.70532	0.71721	0.73992	0.75839	0.77723	0.78895
188	0.67395	0.67533	0.67927	0.68811	0.69063	0.69421	0.7042	0.71498	0.73734	0.75273	0.77441	0.78653
189	0.67295	0.67483	0.67908	0.68381	0.68845	0.6915	0.69872	0.71091	0.73586	0.7519	0.77155	0.78526
190	0.66968	0.67098	0.67516	0.6832	0.68178	0.68867	0.69868	0.70991	0.73479	0.74991	0.77059	0.78197
191	0.66622	0.66676	0.67318	0.67815	0.67901	0.68747	0.69317	0.7034	0.72927	0.74715	0.76794	0.7809
192	0.66413	0.66553	0.67174	0.6751	0.67798	0.68467	0.69306	0.70344	0.72709	0.74279	0.76595	0.77778
193	0.66118	0.66512	0.66741	0.67368	0.67453	0.68015	0.68789	0.70098	0.72724	0.7409	0.76407	0.77415
194	0.65873	0.65777	0.66609	0.67112	0.67332	0.67713	0.68462	0.69571	0.72214	0.73997	0.76155	0.77163
195	0.65629	0.65675	0.66054	0.66908	0.67006	0.67513	0.68253	0.69246	0.71828	0.73692	0.75802	0.77089
196	0.65205	0.65356	0.65898	0.66335	0.66735	0.67391	0.68001	0.69148	0.71677	0.73488	0.75611	0.76554
197	0.64932	0.65217	0.65653	0.66167	0.66334	0.66749	0.67829	0.68735	0.71315	0.7296	0.75434	0.76481
198	0.6465	0.64934	0.65323	0.6589	0.66227	0.66675	0.67471	0.68444	0.71243	0.73001	0.7511	0.76455
199	0.64299	0.64729	0.64697	0.65722	0.65856	0.66415	0.67203	0.6817	0.70848	0.72605	0.7479	0.76127
200	0.64368	0.64117	0.64597	0.65489	0.65396	0.66267	0.67045	0.67952	0.70841	0.72306	0.7466	0.75829
201	0.63781	0.63927	0.64606	0.65177	0.65456	0.65856	0.66562	0.6771	0.70507	0.72086	0.74284	0.75725
202	0.63483	0.63711	0.64309	0.64807	0.64936	0.65819	0.66455	0.6743	0.70281	0.71906	0.74303	0.75282
203	0.63137	0.63341	0.63947	0.6469	0.64476	0.6537	0.6614	0.67085	0.69983	0.7155	0.74036	0.7518
